Timestamp,Index,Link_16,Link_4,Link_5,Link_17,Link_29,Link_15,Link_7,Link_6,Link_14,Link_28,Link_10,Link_2,Link_3,Link_11,Link_13,Link_1,Link_12,Link_23,Link_22,Link_34,Link_20,Link_21,Link_31,Link_25,Link_19,Link_18,Link_24,Link_30,Link_26,Link_32,Link_8,Link_9,Link_33,Link_27
2017-01-01 10:30:00,22,136.8,2764.8,2509.2,-442.8,298.8,79.2,1688.4,2120.4,176.4,104.4,738.0,6858.0,2815.2,540.0,396.0,7153.2,349.2,1832.4,183.6,424.8,2793.6,532.8,50.4,828.0,-957.6,-936.0,1144.8,198.0,-342.0,-79.2,1490.4,1321.2,118.8,-28.8
2017-01-01 11:00:00,23,126.0,2865.6,2602.8,-432.0,295.2,54.0,1699.2,2210.4,154.8,79.2,752.4,6890.4,2908.8,547.2,360.0,7196.4,338.4,1746.0,172.8,414.0,2674.8,486.0,39.6,806.4,-975.6,-957.6,1076.4,190.8,-334.8,-90.0,1512.0,1303.2,129.6,-39.6
2017-01-01 11:30:00,24,129.6,2646.0,2368.8,-399.6,291.6,64.8,1555.2,1990.8,158.4,93.6,651.6,6494.4,2685.6,471.6,367.2,6771.6,309.6,1688.4,154.8,403.2,2592.0,504.0,43.2,777.6,-914.4,-892.8,1072.8,183.6,-316.8,-86.4,1368.0,1198.8,122.4,-18.0
2017-01-01 12:00:00,25,133.2,2602.8,2336.4,-403.2,270.0,68.4,1573.2,1998.0,162.0,97.2,669.6,6393.6,2638.8,496.8,374.4,6667.2,302.4,1684.8,169.2,385.2,2581.2,496.8,54.0,781.2,-896.4,-874.8,1054.8,180.0,-342.0,-72.0,1393.2,1206.0,108.0,-28.8
2017-01-01 12:30:00,26,118.8,2473.2,2257.2,-388.8,273.6,68.4,1515.6,1929.6,158.4,97.2,658.8,6127.2,2509.2,482.4,349.2,6382.8,306.0,1648.8,158.4,356.4,2480.4,450.0,36.0,727.2,-867.6,-846.0,1040.4,172.8,-309.6,-86.4,1339.2,1173.6,122.4,-18.0
2017-01-01 13:00:00,27,122.4,2318.4,2095.2,-356.4,237.6,50.4,1393.2,1803.6,129.6,82.8,594.0,5688.0,2358.0,446.4,331.2,5947.2,273.6,1501.2,154.8,334.8,2322.0,439.2,43.2,658.8,-770.4,-748.8,936.0,158.4,-273.6,-68.4,1220.4,1065.6,100.8,-21.6
2017-01-01 13:30:00,28,108.0,2235.6,2019.6,-349.2,237.6,50.4,1346.4,1735.2,129.6,72.0,565.2,5479.2,2271.6,421.2,327.6,5691.6,252.0,1425.6,126.0,320.4,2192.4,388.8,32.4,644.4,-781.2,-763.2,900.0,147.6,-273.6,-61.2,1180.8,1029.6,90.0,-21.6
2017-01-01 14:00:00,29,97.2,2127.6,1926.0,-345.6,226.8,57.6,1292.4,1681.2,133.2,72.0,540.0,5277.6,2160.0,399.6,313.2,5497.2,259.2,1371.6,129.6,316.8,2131.2,406.8,36.0,626.4,-756.0,-738.0,860.4,147.6,-266.4,-57.6,1134.0,997.2,90.0,-28.8
2017-01-01 14:30:00,30,90.0,2059.2,1868.4,-334.8,219.6,57.6,1245.6,1609.2,126.0,68.4,536.4,4993.2,2091.6,396.0,277.2,5216.4,244.8,1314.0,129.6,295.2,1998.0,378.0,32.4,594.0,-702.0,-684.0,828.0,136.8,-255.6,-61.2,1098.0,946.8,90.0,-25.2
2017-01-01 15:00:00,31,90.0,1998.0,1836.0,-320.4,205.2,46.8,1198.8,1566.0,115.2,57.6,504.0,4849.2,2030.4,381.6,284.4,5086.8,241.2,1267.2,129.6,284.4,1918.8,360.0,36.0,579.6,-694.8,-680.4,781.2,126.0,-248.4,-54.0,1058.4,921.6,75.6,-28.8
2017-01-01 15:30:00,32,86.4,1922.4,1746.0,-309.6,208.8,57.6,1141.2,1508.4,126.0,72.0,471.6,4759.2,1951.2,342.0,277.2,4946.4,226.8,1285.2,115.2,295.2,1922.4,342.0,36.0,576.0,-694.8,-680.4,802.8,133.2,-241.2,-50.4,993.6,864.0,75.6,-3.6
2017-01-01 16:00:00,33,82.8,1936.8,1767.6,-316.8,208.8,57.6,1162.8,1501.2,122.4,64.8,482.4,4726.8,1972.8,356.4,270.0,4924.8,223.2,1252.8,111.6,295.2,1879.2,327.6,36.0,579.6,-687.6,-673.2,788.4,133.2,-241.2,-57.6,1011.6,874.8,82.8,-32.4
2017-01-01 16:30:00,34,86.4,1897.2,1728.0,-316.8,208.8,54.0,1148.4,1472.4,126.0,64.8,460.8,4687.2,1926.0,345.6,291.6,4903.2,212.4,1256.4,111.6,288.0,1886.4,349.2,32.4,572.4,-680.4,-662.4,777.6,133.2,-241.2,-61.2,1004.4,878.4,90.0,-39.6
2017-01-01 17:00:00,35,86.4,1990.8,1807.2,-320.4,212.4,54.0,1206.0,1562.4,115.2,64.8,493.2,4842.0,2023.2,367.2,273.6,5043.6,234.0,1278.0,104.4,295.2,1929.6,338.4,28.8,576.0,-684.0,-666.0,792.0,129.6,-241.2,-57.6,1040.4,892.8,82.8,-28.8
2017-01-01 17:30:00,36,93.6,2088.0,1890.0,-334.8,223.2,57.6,1242.0,1598.4,133.2,64.8,550.8,5058.0,2120.4,406.8,284.4,5288.4,259.2,1335.6,118.8,302.4,1990.8,356.4,36.0,604.8,-720.0,-702.0,842.4,136.8,-259.2,-54.0,1108.8,957.6,82.8,-28.8
2017-01-01 18:00:00,37,108.0,2109.6,1915.2,-331.2,219.6,54.0,1274.4,1641.6,126.0,75.6,536.4,5151.6,2142.0,392.4,302.4,5367.6,248.4,1353.6,136.8,313.2,2073.6,403.2,46.8,630.0,-720.0,-702.0,867.6,136.8,-270.0,-50.4,1112.4,972.0,79.2,-25.2
2017-01-01 18:30:00,38,97.2,2149.2,1954.8,-352.8,226.8,64.8,1306.8,1688.4,144.0,72.0,554.4,5320.8,2188.8,414.0,306.0,5554.8,266.4,1407.6,133.2,313.2,2131.2,381.6,43.2,644.4,-763.2,-745.2,882.0,140.4,-284.4,-64.8,1152.0,993.6,93.6,-21.6
2017-01-01 19:00:00,39,104.4,2286.0,2088.0,-356.4,241.2,57.6,1360.8,1774.8,133.2,82.8,565.2,5551.2,2322.0,424.8,298.8,5760.0,259.2,1490.4,129.6,342.0,2217.6,363.6,39.6,658.8,-774.0,-756.0,921.6,154.8,-270.0,-57.6,1184.4,1018.8,82.8,-21.6
2017-01-01 19:30:00,40,108.0,2268.0,2041.2,-367.2,248.4,68.4,1389.6,1760.4,147.6,79.2,590.4,5619.6,2304.0,442.8,324.0,5875.2,291.6,1461.6,136.8,345.6,2278.8,428.4,39.6,684.0,-784.8,-766.8,921.6,158.4,-288.0,-64.8,1227.6,1062.0,97.2,-25.2
2017-01-01 20:00:00,41,111.6,2293.2,2077.2,-367.2,255.6,64.8,1386.0,1792.8,140.4,82.8,583.2,5655.6,2325.6,428.4,327.6,5922.0,280.8,1501.2,144.0,338.4,2293.2,428.4,28.8,680.4,-788.4,-766.8,939.6,158.4,-284.4,-64.8,1224.0,1065.6,97.2,-21.6
2017-01-01 20:30:00,42,108.0,2286.0,2080.8,-370.8,244.8,64.8,1400.4,1785.6,144.0,86.4,612.0,5644.8,2322.0,457.2,331.2,5886.0,291.6,1512.0,136.8,356.4,2289.6,432.0,50.4,698.4,-795.6,-777.6,954.0,158.4,-288.0,-64.8,1245.6,1090.8,97.2,-25.2
2017-01-01 21:00:00,43,111.6,2217.6,1998.0,-356.4,237.6,54.0,1332.0,1695.6,133.2,82.8,554.4,5432.4,2253.6,414.0,324.0,5688.0,255.6,1425.6,129.6,316.8,2224.8,435.6,32.4,651.6,-741.6,-723.6,889.2,147.6,-288.0,-61.2,1177.2,1022.4,90.0,-28.8
2017-01-01 21:30:00,44,100.8,2206.8,2001.6,-360.0,237.6,64.8,1328.4,1713.6,140.4,75.6,554.4,5382.0,2242.8,417.6,309.6,5616.0,262.8,1450.8,133.2,334.8,2156.4,385.2,39.6,655.2,-759.6,-741.6,903.6,151.2,-270.0,-61.2,1159.2,993.6,93.6,-32.4
2017-01-01 22:00:00,45,104.4,2073.6,1872.0,-331.2,216.0,54.0,1227.6,1609.2,126.0,75.6,518.4,5025.6,2106.0,388.8,284.4,5263.2,244.8,1314.0,129.6,284.4,2030.4,388.8,36.0,601.2,-673.2,-655.2,828.0,133.2,-273.6,-54.0,1069.2,936.0,82.8,-28.8
2017-01-01 22:30:00,46,90.0,1908.0,1724.4,-309.6,205.2,61.2,1148.4,1494.0,126.0,68.4,496.8,4708.8,1940.4,370.8,266.4,4939.2,241.2,1242.0,122.4,291.6,1900.8,356.4,36.0,579.6,-658.8,-644.4,777.6,133.2,-248.4,-50.4,1015.2,878.4,75.6,-21.6
2017-01-01 23:00:00,47,75.6,1760.4,1598.4,-284.4,180.0,43.2,1047.6,1371.6,100.8,50.4,450.0,4201.2,1792.8,331.2,237.6,4392.0,212.4,1072.8,100.8,244.8,1656.0,302.4,28.8,504.0,-594.0,-579.6,680.4,115.2,-223.2,-46.8,921.6,802.8,68.4,-36.0
2017-01-01 23:30:00,48,75.6,1580.4,1429.2,-248.4,162.0,36.0,961.2,1231.2,90.0,50.4,399.6,3844.8,1605.6,309.6,230.4,4028.4,208.8,1000.8,86.4,208.8,1530.0,277.2,21.6,450.0,-547.2,-532.8,619.2,100.8,-208.8,-36.0,835.2,730.8,54.0,-21.6
2017-01-02 00:00:00,49,57.6,1414.8,1278.0,-223.2,140.4,32.4,828.0,1098.0,75.6,36.0,342.0,3416.4,1443.6,252.0,194.4,3585.6,158.4,856.8,75.6,187.2,1328.4,234.0,21.6,388.8,-496.8,-486.0,536.4,86.4,-172.8,-32.4,727.2,633.6,50.4,-32.4
2017-01-02 00:30:00,50,57.6,1256.4,1126.8,-190.8,126.0,25.2,730.8,957.6,68.4,36.0,298.8,3020.4,1278.0,230.4,165.6,3182.4,151.2,774.0,75.6,169.2,1188.0,212.4,21.6,342.0,-424.8,-414.0,482.4,79.2,-144.0,-28.8,626.4,543.6,43.2,-21.6
2017-01-02 01:00:00,51,46.8,1137.6,1029.6,-176.4,104.4,21.6,669.6,900.0,57.6,25.2,277.2,2700.0,1155.6,216.0,151.2,2836.8,136.8,680.4,64.8,140.4,1044.0,176.4,18.0,302.4,-392.4,-381.6,421.2,68.4,-140.4,-21.6,579.6,500.4,36.0,-25.2
2017-01-02 01:30:00,52,43.2,1008.0,910.8,-151.2,90.0,18.0,586.8,784.8,50.4,21.6,241.2,2415.6,1026.0,180.0,133.2,2548.8,115.2,594.0,57.6,111.6,921.6,151.2,18.0,259.2,-356.4,-349.2,370.8,54.0,-126.0,-14.4,500.4,439.2,25.2,-21.6
2017-01-02 02:00:00,53,43.2,964.8,878.4,-140.4,82.8,7.2,547.2,752.4,36.0,14.4,223.2,2253.6,982.8,176.4,122.4,2368.8,118.8,540.0,57.6,100.8,835.2,147.6,14.4,237.6,-324.0,-316.8,334.8,50.4,-118.8,-14.4,464.4,410.4,25.2,-28.8
2017-01-02 02:30:00,54,39.6,882.0,795.6,-133.2,79.2,10.8,507.6,687.6,43.2,18.0,201.6,2102.4,900.0,151.2,126.0,2232.0,100.8,522.0,54.0,111.6,792.0,136.8,18.0,237.6,-309.6,-302.4,327.6,50.4,-104.4,-14.4,439.2,381.6,25.2,-25.2
2017-01-02 03:00:00,55,39.6,907.2,820.8,-133.2,82.8,18.0,514.8,716.4,46.8,21.6,201.6,2188.8,925.2,151.2,122.4,2307.6,100.8,543.6,54.0,111.6,831.6,136.8,18.0,241.2,-331.2,-324.0,345.6,50.4,-108.0,-14.4,442.8,385.2,25.2,-21.6
2017-01-02 03:30:00,56,39.6,939.6,842.4,-140.4,86.4,18.0,514.8,727.2,46.8,21.6,219.6,2239.2,961.2,162.0,115.2,2354.4,108.0,550.8,57.6,122.4,856.8,144.0,18.0,244.8,-320.4,-313.2,342.0,54.0,-104.4,-18.0,450.0,396.0,28.8,-21.6
2017-01-02 04:00:00,57,43.2,1040.4,939.6,-162.0,97.2,21.6,604.8,806.4,54.0,25.2,248.4,2491.2,1062.0,187.2,140.4,2620.8,122.4,626.4,57.6,129.6,950.4,158.4,18.0,277.2,-360.0,-352.8,392.4,61.2,-126.0,-18.0,525.6,460.8,28.8,-25.2
2017-01-02 04:30:00,58,50.4,1123.2,1004.4,-169.2,115.2,25.2,651.6,860.4,61.2,32.4,252.0,2707.2,1144.8,187.2,151.2,2844.0,118.8,698.4,72.0,158.4,1062.0,187.2,18.0,316.8,-385.2,-378.0,428.4,72.0,-133.2,-25.2,561.6,482.4,39.6,-18.0
2017-01-02 05:00:00,59,61.2,1335.6,1206.0,-194.4,129.6,18.0,759.6,1026.0,61.2,32.4,316.8,3164.4,1360.8,237.6,172.8,3312.0,158.4,792.0,72.0,183.6,1209.6,212.4,25.2,360.0,-442.8,-432.0,493.2,82.8,-147.6,-36.0,669.6,579.6,50.4,-28.8
2017-01-02 05:30:00,60,64.8,1501.2,1368.0,-226.8,147.6,28.8,874.8,1166.4,75.6,36.0,374.4,3600.0,1526.4,277.2,198.0,3754.8,180.0,907.2,82.8,201.6,1382.4,234.0,21.6,414.0,-522.0,-511.2,561.6,93.6,-180.0,-39.6,766.8,676.8,57.6,-28.8
2017-01-02 06:00:00,61,82.8,1659.6,1515.6,-252.0,162.0,36.0,979.2,1292.4,90.0,50.4,414.0,3992.4,1684.8,309.6,226.8,4204.8,198.0,1018.8,93.6,237.6,1576.8,273.6,36.0,475.2,-558.0,-543.6,651.6,104.4,-201.6,-36.0,860.4,748.8,57.6,-25.2
2017-01-02 06:30:00,62,86.4,1872.0,1702.8,-298.8,190.8,46.8,1126.8,1465.2,111.6,61.2,496.8,4528.8,1904.4,378.0,255.6,4734.0,244.8,1177.2,111.6,270.0,1800.0,331.2,36.0,547.2,-640.8,-626.4,748.8,122.4,-237.6,-50.4,1000.8,874.8,75.6,-32.4
2017-01-02 07:00:00,63,93.6,1998.0,1789.2,-306.0,205.2,46.8,1177.2,1537.2,118.8,64.8,486.0,4881.6,2030.4,363.6,277.2,5119.2,226.8,1263.6,129.6,291.6,1922.4,363.6,36.0,583.2,-698.4,-684.0,774.0,126.0,-248.4,-57.6,1029.6,900.0,82.8,-28.8
2017-01-02 07:30:00,64,104.4,2239.2,2026.8,-352.8,230.4,46.8,1324.8,1735.2,129.6,61.2,579.6,5428.8,2271.6,432.0,320.4,5666.4,277.2,1382.4,133.2,327.6,2152.8,414.0,36.0,644.4,-759.6,-741.6,853.2,147.6,-270.0,-61.2,1173.6,1033.2,90.0,-36.0
2017-01-02 08:00:00,65,108.0,2336.4,2102.4,-370.8,244.8,54.0,1386.0,1785.6,133.2,79.2,604.8,5691.6,2372.4,442.8,316.8,5911.2,288.0,1501.2,147.6,349.2,2311.2,432.0,39.6,669.6,-774.0,-752.4,903.6,154.8,-266.4,-68.4,1231.2,1062.0,100.8,-25.2
2017-01-02 08:30:00,66,115.2,2430.0,2210.4,-378.0,255.6,46.8,1479.6,1882.8,136.8,72.0,630.0,5886.0,2469.6,478.8,349.2,6174.0,309.6,1522.8,154.8,338.4,2307.6,442.8,39.6,705.6,-838.8,-820.8,954.0,154.8,-313.2,-68.4,1303.2,1137.6,104.4,-28.8
2017-01-02 09:00:00,67,133.2,2563.2,2300.4,-396.0,277.2,54.0,1537.2,1947.6,144.0,90.0,644.4,6195.6,2606.4,468.0,367.2,6469.2,298.8,1623.6,154.8,388.8,2484.0,464.4,43.2,763.2,-838.8,-817.2,1029.6,172.8,-320.4,-79.2,1364.4,1184.4,115.2,-28.8
2017-01-02 09:30:00,68,126.0,2577.6,2343.6,-414.0,277.2,61.2,1558.8,2008.8,158.4,100.8,648.0,6357.6,2624.4,486.0,370.8,6627.6,295.2,1688.4,162.0,396.0,2606.4,489.6,46.8,774.0,-867.6,-846.0,1040.4,172.8,-327.6,-72.0,1368.0,1188.0,108.0,-14.4
2017-01-02 10:00:00,69,133.2,2707.2,2448.0,-421.2,295.2,68.4,1623.6,2102.4,162.0,90.0,694.8,6602.4,2746.8,504.0,370.8,6865.2,320.4,1771.2,165.6,414.0,2653.2,482.4,39.6,792.0,-921.6,-900.0,1080.0,187.2,-324.0,-75.6,1425.6,1242.0,115.2,-25.2
2017-01-02 10:30:00,70,129.6,2728.8,2466.0,-424.8,288.0,64.8,1591.2,2098.8,158.4,97.2,705.6,6595.2,2772.0,529.2,363.6,6883.2,342.0,1728.0,162.0,392.4,2642.4,486.0,46.8,788.4,-914.4,-892.8,1087.2,176.4,-338.4,-68.4,1404.0,1238.4,104.4,-28.8
2017-01-02 11:00:00,71,129.6,2653.2,2404.8,-410.4,280.8,64.8,1605.6,2066.4,154.8,93.6,687.6,6516.0,2692.8,507.6,363.6,6796.8,327.6,1710.0,165.6,403.2,2613.6,475.2,50.4,777.6,-907.2,-889.2,1080.0,187.2,-320.4,-68.4,1425.6,1238.4,100.8,-21.6
2017-01-02 11:30:00,72,111.6,2505.6,2250.0,-417.6,266.4,75.6,1544.4,1933.2,158.4,86.4,658.8,6145.2,2548.8,493.2,356.4,6386.4,320.4,1648.8,151.2,378.0,2466.0,446.4,46.8,745.2,-867.6,-846.0,1040.4,176.4,-313.2,-64.8,1368.0,1188.0,97.2,-25.2
2017-01-02 12:00:00,73,122.4,2516.4,2293.2,-396.0,266.4,54.0,1479.6,1958.4,144.0,82.8,633.6,6112.8,2548.8,460.8,342.0,6364.8,298.8,1584.0,158.4,363.6,2444.4,475.2,39.6,720.0,-828.0,-806.4,990.0,162.0,-302.4,-72.0,1296.0,1126.8,104.4,-28.8
2017-01-02 12:30:00,74,111.6,2376.0,2145.6,-374.4,241.2,61.2,1418.4,1861.2,136.8,79.2,612.0,5760.0,2415.6,439.2,324.0,6022.8,266.4,1486.8,140.4,331.2,2289.6,428.4,43.2,691.2,-813.6,-795.6,943.2,154.8,-306.0,-57.6,1249.2,1094.4,90.0,-28.8
2017-01-02 13:00:00,75,108.0,2268.0,2070.0,-356.4,241.2,50.4,1375.2,1774.8,136.8,75.6,568.8,5580.0,2304.0,417.6,334.8,5785.2,244.8,1461.6,144.0,331.2,2232.0,424.8,36.0,669.6,-795.6,-777.6,910.8,151.2,-288.0,-61.2,1206.0,1058.4,97.2,-32.4
2017-01-02 13:30:00,76,108.0,2185.2,1969.2,-360.0,230.4,64.8,1310.4,1677.6,140.4,82.8,543.6,5331.6,2221.2,406.8,313.2,5583.6,259.2,1425.6,140.4,327.6,2170.8,406.8,46.8,666.0,-734.4,-716.4,903.6,151.2,-288.0,-64.8,1152.0,1004.4,93.6,-10.8
2017-01-02 14:00:00,77,111.6,2109.6,1918.8,-324.0,230.4,57.6,1270.8,1627.2,129.6,86.4,525.6,5292.0,2142.0,381.6,316.8,5508.0,226.8,1400.4,133.2,306.0,2170.8,392.4,32.4,640.8,-745.2,-727.2,867.6,147.6,-280.8,-64.8,1123.2,982.8,93.6,-10.8
2017-01-02 14:30:00,78,97.2,2044.8,1850.4,-324.0,219.6,54.0,1238.4,1587.6,118.8,79.2,529.2,5072.4,2077.2,392.4,302.4,5284.8,234.0,1346.4,126.0,306.0,2055.6,388.8,39.6,608.4,-720.0,-702.0,853.2,136.8,-259.2,-54.0,1101.6,964.8,82.8,-14.4
2017-01-02 15:00:00,79,100.8,2012.4,1828.8,-313.2,212.4,50.4,1206.0,1555.2,118.8,75.6,511.2,4946.4,2041.2,378.0,277.2,5176.8,241.2,1321.2,126.0,298.8,2008.8,356.4,36.0,586.8,-676.8,-658.8,813.6,136.8,-244.8,-54.0,1072.8,925.2,79.2,-21.6
2017-01-02 15:30:00,80,90.0,2001.6,1821.6,-327.6,219.6,54.0,1198.8,1544.4,133.2,68.4,500.4,4996.8,2034.0,370.8,302.4,5205.6,241.2,1324.8,115.2,302.4,2023.2,367.2,36.0,594.0,-720.0,-705.6,824.4,136.8,-244.8,-54.0,1062.0,918.0,82.8,-25.2
2017-01-02 16:00:00,81,97.2,1990.8,1814.4,-313.2,205.2,50.4,1216.8,1555.2,122.4,68.4,532.8,4921.2,2023.2,392.4,270.0,5140.8,252.0,1288.8,126.0,295.2,2001.6,392.4,36.0,568.8,-676.8,-658.8,777.6,129.6,-230.4,-46.8,1072.8,928.8,75.6,-25.2
2017-01-02 16:30:00,82,90.0,2106.0,1908.0,-345.6,219.6,46.8,1260.0,1645.2,122.4,61.2,536.4,5104.8,2138.4,396.0,298.8,5317.2,255.6,1317.6,118.8,295.2,2030.4,363.6,32.4,601.2,-712.8,-694.8,820.8,136.8,-266.4,-57.6,1112.4,964.8,86.4,-28.8
